source,fit,company_name,country,company_industry,categories,company_location,address,company_description,shortAbout,linkedin_followers,domain,linkedin_company_url,linkedin_search_term,linkedin_search_params,id,code,title,createdAt,updatedAt,logo,hidden,highlights,locationLng,locationLat,invitationCode,isActive,emails,phones
linkedin,true,Hoopoe Apps,Saudi Arabia,IT Services and IT Consulting,,"Riyadh, Riyadh",,"We provide professional website design solutions, web applications, and mobile apps development services for iOS & Android environment.",,16,,https://www.linkedin.com/company/hoopoe-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Tecrow Apps,United Arab Emirates,Software Development,,Dubai,,Tecrow Apps - is a team that develops incredible products with a focus on user experience and original concepts,,3,,https://www.linkedin.com/company/tecrow/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Fusion Business Apps,United Arab Emirates,"Technology, Information and Internet",,Dubai,,Fusion Apps are part of MCODE Cloud Solutions focussed on creating business applications,,17,,https://www.linkedin.com/company/fusion-business-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Two Apps,United Arab Emirates,Software Development,,"Dubai , Dubai",,Agentic AI and Automation Services!,,5,,https://www.linkedin.com/company/two-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,AOBRI Apps,Saudi Arabia,Software Development,,"Abha, Aseer",,Freelancing company creating mobile applications on-demand.,,7,,https://www.linkedin.com/company/aobri-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,MAppS - Mobility Apps Solutions,Egypt,IT Services and IT Consulting,,Cairo,,Your Home to Digital Transformation. MAppS is an Official Microsoft Partner focusing on Digital Transformation and Mobility Solutions.,,13,,https://www.linkedin.com/company/mapps.me/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,3S Apps,Egypt,IT Services and IT Consulting,,"Downtown, Cairo",,"We are small innovative software engineers our starting was specialized in android application development with a vision to build 3S Apps for Arabic users (3S stands for Smart, Simple and Secure Application). Now our team is including also iOS and Web developers.",,10,,https://www.linkedin.com/company/3s-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,iPerfect Apps,Egypt,IT Services and IT Consulting,,"Shebin El-Kom, Monofeia",,"Supply the Arab users, wherever they are, with suitable software. Adopt creativity in producing high quality programs to fulfill the needs of our customer.",,12,,https://www.linkedin.com/company/iperfect-apps/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,Infinity Apps,Egypt,Software Development,,Cairo,,Innovative software house creating customized apps & websites in no time. Let's take your business to the next level,,6,,https://www.linkedin.com/company/infinityappsdev/,apps,"[{""keywords"":""apps"",""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""104305776"",""100459316"",""106155005""],""companySize"":[""B"",""C""]}]",,,,,,,,,,,,,,
linkedin,true,EignSpaces,Egypt,Software Development,,Cairo,,"Turning ambitious ideas into scalable digital reality since 2018. At EignSpaces, we don’t just write code—we build solutions for operational challenges. Based in the UAE and serving the Gulf region, we partner with startups and enterprises to design, build, and scale products that drive measurable business impact. With 8+ years of delivery experience and a portfolio including Sylvanus, Catch99, Reconciled, Pinpoint, and HIVO, we understand the high stakes of shipping software that actually works. How We Help You Grow: - We provide the technical backbone so you can focus on your business: - Custom Software Development: Tailored solutions designed for your unique operational hurdles. - Startup Launchpad: From initial vision and MVP planning to full-scale market launch. - Shopify Development: Professional, high-converting e-commerce stores built for the modern market. - Staff Augmentation: On-demand senior talent to plug gaps and accelerate your internal roadmap. - Digital Growth: Building the online presence and lead-gen foundations your brand needs. The EignSpaces Standard: We believe in a security-first, agile approach. Our process is built on transparency and technical excellence: - Agile Mindset: Bi-weekly sprint cycles and continuous delivery. - Cloud-Native: Scalable infrastructure using AWS, Azure, and GCP. - Modern DevOps: Automated CI/CD pipelines and proactive performance monitoring. - Local Expertise: Deep understanding of the UAE and Gulf business landscape. Ready to build your next big thing? Let’s discuss your project. 🔗 Book a free consultation: https://www.eignspaces.com/",,234,,https://www.linkedin.com/company/eignspaces/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Nezam,Egypt,Software Development,,"Cairo, Cairo",,We-at Nezam- have a major goal of helping people in the middle east to learn any topic in the IT field in a self-based and free way. Our focus now is on Software Testing.,,7000,,https://www.linkedin.com/company/nezam/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Edrak,Saudi Arabia,Software Development,,"Riyadh,",,"Edrak is building the intelligence layer for businesses across EMEA. We believe every company will become an AI company, and we are building the platform that will make that transformation possible.",,52000,,https://www.linkedin.com/company/edrakai/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,false,iCareer,Egypt,Software Development,,"Cairo, Cairo",,"iCareer is a leading career development and employability solutions provider focused on bridging the gap between education and employment across the MENA region. Founded in 2012, iCareer delivers end-to-end digital services, training programs, and career guidance solutions designed to prepare early talent for the evolving job market. Recognized for implementing large-scale employment and career readiness programs across Egypt and the Gulf, iCareer works closely with government entities, universities, global organizations, and top employers to equip youth with in-demand skills and connect them with real career opportunities. As part of BasharSoft’s ecosystem, iCareer combines deep field expertise with advanced technology and data-driven platforms to support workforce readiness, talent development, and smarter hiring—contributing to a fully integrated employment ecosystem that empowers individuals and organizations at scale.",,110000,,https://www.linkedin.com/company/icareereg/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Better Product,Egypt,Software Development,,Cairo,,"Conducting user research and testing. Developing wireframes and task flows based on user needs. Collaborating with Designers and Developers to create intuitive, user-friendly software.",,939,,https://www.linkedin.com/company/betterproduct-tech/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Qureos,United Arab Emirates,Software Development,,Dubai,,"Qureos is an AI-powered talent acquisition platform and managed services provider that helps companies find the people they couldn't reach on their own and hire them faster. Our recruiting agents handle the heavy lifting: surfacing hard-to-find candidates through automated multi-channel sourcing, running custom phone and video screening, and managing end-to-end recruitment operations. That saves talent acquisition teams hundreds of hours of manual effort and frees them to focus on what only humans can do — building relationships, making judgment calls, and delivering an incredible candidate experience. The result: companies hire better talent in less time, at lower cost, with leaner teams. HR teams can run the software themselves or fully outsource hiring to Qureos on an outcome-based model. Qureos powers hiring for leading businesses across the GCC, including Qatar Airways, Baan Holdings, Yousef Al-Rajhi Group, Alzayani Investments, Union Properties, and Saudi Development and Export Services Co. Ltd (SDRS).",,73000,,https://www.linkedin.com/company/qureos/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Gamedev Street | Gaming Jobs,United Arab Emirates,Computer Games,,"Dubai, UAE",,"GameDev Street is an information platform for bringing together business and specialists in the field of Video Games industry. Our goal is to present about companies and career opportunities for specialists. We help with personal consultations, believe in networking and create a productive community. Follow to GameDev Street and make your career exciting! CONTACTS: https://taplink.cc/gamedev_street Leave your application for a job search: https://forms.gle/NQ8zdikooHJHBMZ49",,91000,,https://www.linkedin.com/company/gamedev-street/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,ADFAR Tech,United Arab Emirates,Software Development,,Dubai,,"ADFAR Tech | 🧩 Custom Software Development | 👥 IT & Tech Resourcing | 🌍 SaaS / Enterprise Tech Expansion (KSA, UAE, Middle East) | 💼 Enterprise Deals | 📈 Revenue-First GTM | ❌ No Retainers #CustomSoftware #TechResourcing #SaaS #Partnerships #ChannelPartners #BusinessDevelopment #EnterpriseSales #KSA #UAE #GCC We help enterprise Tech, IT, and SaaS companies expand and generate revenue in 🇸🇦 KSA, 🇦🇪 UAE, and the Middle East through a partnership-led, revenue-first model. ❌ No consulting decks ❌ No retainers ✅ Focused on execution and closed revenue Through ADFAR Tech, I combine three levers under one operating model: 🌍 Market Expansion (GTM + Partnerships) • 🤝 Enterprise access in KSA/UAE (qualified meetings, live deals) • 🧩 Channel partners: SIs, resellers, implementation partners • 📑 Commercial setup: pricing, proposals, compliance, contracting 🧠 Custom Software Development (Delivery) • 🛠️ Enterprise builds: web, mobile, platforms, data/AI • 🚀 Delivery support directly tied to deal closure 👥 IT & Tech Resourcing (Scale fast) • ⚡ On-demand engineers and specialists • 🏢 Onsite (KSA/UAE) + 🌐 offshore delivery options 📈 Outcome-driven KPIs • ⏱️ Faster time-to-first-deal • 🔁 Higher meeting → proposal → close conversion • 💰 Partner-led pipeline that converts into revenue • 🧩 Execution capacity without delivery bottlenecks If you’re entering or scaling in Saudi or UAE, DM me with product, target industry, and ACV range.",,52000,,https://www.linkedin.com/company/adfar-tech/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Jungle Gaming,United Arab Emirates,Software Development,,"Dubai, Dubai",,"Jungle Gaming is a B2B iGaming company. We build original casino games and the connected technology operators use to run them. Most operators do not have a content problem or a platform problem. They have a fragmentation problem — games from one vendor, aggregation from another, player systems, payments, CRM and analytics from three more, each with its own integration and owner. The cost lands as repeated provider work, slower rollouts and player context that never quite connects. Four capabilities answer that. Each works on its own. Together they share one operating context. ORIGINAL GAMES Jungle Games designs slots and instant games from concept to release: distinctive worlds, intuitive mechanics, mobile-first performance. Titles include Captain's Treasure, Fox the Course Seller, Chimp Mines and Goblin's Gold. GAME AGGREGATION 30,000+ slots, table games, live casino and crash titles from 120+ providers through a single integration, with provider connections and technical maintenance handled by Jungle. New releases every month. MODULAR TURNKEY Casino management, player accounts and wallets, payments and KYC, bonuses and gamification, CRM and automation, affiliates and reporting — scoped around the operator's market, licence, existing stack and rollout. PLAYER INTELLIGENCE Jungle AI works from approved player signals under the operator's data governance: understand behavior, build dynamic segments, identify churn risk, act through configured journeys, learn from every outcome. Licences and regulatory responsibility stay with the operator. Our work is to keep the content, integrations and workflows around them configurable, market by market. We build across Dubai and Brazil, with a team that learns quickly, challenges familiar ideas and raises the standard with every release. Original games. One connected iGaming operation. Start a conversation: sales@junglegaming.io",,42000,,https://www.linkedin.com/company/junglegaming/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Synapse Analytics,United Arab Emirates,Software Development,,Abu Dhabi,,"We help financial institutions make faster, smarter credit decisions at scale. Synapse Analytics automates the entire credit lifecycle: onboarding, verification, assessment, and decisioning; all in one platform, powered by AI. To date, we’ve facilitated over $200M in credit decisions, helped clients achieve up to 5x customer acquisition, and reduce non-performing loans by 40%. Built for business and risk teams—not technical users—our no-code tools simplify complex workflows, reduce risk, and speed up approvals. From serving first-time borrowers to scaling nationwide lending operations, we help lenders reach more customers with less effort and more confidence. By simplifying decisioning and unlocking better credit infrastructure, we’re driving real financial inclusion—enabling more people and businesses to access the credit they need to grow. نساعد المؤسسات المالية على اتخاذ قرارات ائتمانية أسرع وأذكى، على نطاق واسع. سيناپس أنالاتكس توفّر منصة واحدة لأتمتة دورة الائتمان بالكامل: من تسجيل العملاء والتحقّق من بياناتهم، إلى التقييم واتخاذ القرار—وكلها مدعومة بالذكاء الاصطناعي. حتى الآن، ساعدنا في تسهيل أكثر من 200 مليون دولار من قرارات التمويل، وحقق عملاؤنا نمواً يصل إلى 5 أضعاف في عدد العملاء، وتقليلاً في القروض المتعثرة بنسبة 40٪. أدواتنا لا تتطلب خبرة تقنية، ومصمّمة خصيصًا لفرق الأعمال والمخاطر. واجهات سهلة، بدون برمجة، لتبسيط العمليات، وتقليل المخاطر، وتسريع الموافقات. سواء كنت تخدم عملاء جدد أو توسّع عمليات التمويل في السوق، نساعدك على الوصول إلى عدد أكبر من العملاء بثقة وكفاءة. من خلال تحسين البنية التحتية للقرار، تساهم سيناپس في تعزيز الشمول المالي، وتوسيع فرص التمويل للأفراد والشركات.",,45000,,https://www.linkedin.com/company/synapse-analytics/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Pixxi,United Arab Emirates,Software Development,,Dubai,,One CRM for all departments of real estate work in one place.,,42000,,https://www.linkedin.com/company/pixxi-crm/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Intcore,United Arab Emirates,Software Development,,"Dubai, Dubai",,"Intcore is one of the top-ranked companies in UAE, Intcore is a digital service company specializing in web solutions, digital marketing, AI services, and mobile app development. We have a powerful, ambitious team we depend on to achieve our goals. We strive to introduce the best quality in the market. Our team at INTCore believes that keeping pace with technological advancement, along with sticking to our values and concentrating on customer satisfaction are the perfect combination to achieving great success.",,15000,,https://www.linkedin.com/company/intcore/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Teknikforce,United Arab Emirates,Software Development,,"Sharjah, Sharjah",,"Teknikforce builds powerful, easy-to-use digital marketing & AI tools that help businesses generate leads, automate marketing, and scale online. We serve digital marketers, agencies, startups, and online business owners through an all-in-one ecosystem designed for performance, scalability, and simplicity. What we do best: • Lead generation & funnel building • Websites, landing pages & eCommerce • Email marketing & automation • Video marketing & webinars • Social media & multi-account management • SEO, organic traffic & growth tools Our Flagship Products: 🔹 CloudFunnels – Funnels, landing pages & websites 🔹 CourseFunnels – Online courses with built-in marketing 🔹 ShopFunnels – High-converting eCommerce stores 🔹 Webira – AI-powered website creator 🔹 Webinarloop – Live & on-demand webinar platform 🔹 Tuberank Jeet – YouTube & video SEO software 🔹 Vidko – AI video generation platform 🔹 Sendster – Email newsletter marketing software 🔹 Postifluence – SEO & organic traffic growth tools 🔹 Logii Browser – Multi-login & social media management 🌍 Remote-first team | Serving customers worldwide 👉 Follow us for insights on digital marketing, AI automation, SaaS growth, and product updates. 🔗 Visit our website to explore all our 40+ tools",,35000,,https://www.linkedin.com/company/teknikforce/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,EraaSoft,Egypt,Software Development,,cairo,,"We focus on your business goals and deliver on measurable solutions for online growth and greater brand loyalty. Before starting any project, we dive into your business and your needs to understand your value and market place. We carefully study your market place, your target, your competitors, and everything related to your business, then provide customized solutions that are tailored to generate results for you. We believe that your success is ours, so we working to make your business more successful, easy, developed to achieve our goals.",,29000,,https://www.linkedin.com/company/eraasoft/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,REVOSUITE,United Arab Emirates,Software Development,,"Media City, Dubai",,"Pharma can measure how hard a field team works — calls, samples, coverage. What it has never been able to measure is which of those activities actually moved a prescription. That gap is the most expensive blind spot in pharmaceutical commercial operations. REVOSUITE closes it. We're an AI-powered sales enablement platform built exclusively for the pharmaceutical and nutraceutical industry. Our Rx-Booster engine turns static detail aids into interactive, AI-guided e-detailing — and connects every field interaction to the prescriptions that follow, through KPIs built for pharma rather than borrowed from generic sales software. Where legacy CRMs log activity, REVO drives outcomes: • AI that predicts where prescriptions are heading — before the sales data confirms it • Automatic flagging of risks and anomalies in field activity, before they cost a quarter • Rep enablement that lifts the whole team toward top-performer behavior • Marketing and commercial aligned on the same Rx-driven metrics The results: • 5.9M+ high-quality HCP detailing visits delivered through the platform • 510K+ prescribers actively engaged • Trusted by leading pharma and nutraceutical brands including Biocodex, Bioderma, Uriage and Vitabiotics • Live in weeks — running on top of your existing CRM, at a fraction of an enterprise rollout",,30000,,https://www.linkedin.com/company/revosuite-inc/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,SIDEUP,Saudi Arabia,Software Development,,"Riyadh, Riyadh",,"We're a team of 20 people, on a mission to become the #1 e-commerce logistics platform and build the largest, boldest shipping gateway across the MENA and Africa regions. SIDEUP is the leading shipping platform in the Middle East, connecting sellers with elite shipping companies ، currently operating in Saudi Arabia, Egypt & Oman. Our goal is to simplify shipping processes to help business owners grow their businesses. With our wide network of delivery companies and competitive rates.",,26000,,https://www.linkedin.com/company/sideup/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,WAJJAD | وجّاد,Saudi Arabia,Software Development,,Jeddah,,"WAJJAD is a technology studio architecting scalable digital operating systems across governance, legal, financial, and real estate sectors. Founded in 2020 in response to the accelerating digital shift in regional markets, WAJJAD was established with a structural vision: to move organizations beyond fragmented traditional processes toward integrated, high-performance digital infrastructure. Rather than building isolated products, WAJJAD designs and operates institutional-grade B2B platforms that modernize core operational frameworks — from board governance and legal execution to financial structuring and real estate development management. Each platform is engineered to enhance efficiency, strengthen control environments, increase transparency, and improve institutional decision velocity. Today, WAJJAD operates eight specialized B2B platforms forming a connected digital ecosystem with scalable architecture and cross-sector applicability. The studio model enables centralized innovation, shared infrastructure, and accelerated product development while positioning individual platforms for independent growth and potential strategic expansion. Headquartered in the Kingdom of Saudi Arabia, WAJJAD is strategically positioned within one of the region’s fastest-transforming economies, with a long-term ambition to expand across regional and global markets by building technology-backed operational standards for modern institutions. WAJJAD is not simply a product company — it is a technology infrastructure builder shaping the digital operating layer of governance-driven and asset-backed sectors.",,26000,,https://www.linkedin.com/company/wajjadtech/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,GravityONE,United Arab Emirates,Software Development,,"Dubai, Dubai",,"Gravity provides robust AI-driven platforms that turn leaders' visions and strategies into measurable, tangible success.​ ​ Our platforms provide organizational leadership with the ability to seamlessly align their efforts with strategic goals, significantly improve decision-making, and drive measurable outcomes. ​ Our solutions aim to transform data into actionable intelligence, empowering leaders to execute their visions more effectively.​",,25000,,https://www.linkedin.com/company/gravityoneai/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,QuickSync,United Arab Emirates,Software Development,,"Dubai, Dubai",,"We’re not just building a SaaS. We’re building a company that lasts. At QuickSync, simplicity is our strength: in our products, our decisions, and the way we work. We believe that great products don’t need to be complex to be powerful. We care about what truly matters: solving real problems, empowering real people, and building systems that stand the test of time. Our culture is built on ownership, honesty, and quiet excellence, where people grow through trust, not control. We move with intention, work with clarity, and support each other in doing great work without noise. Because great companies aren’t built overnight. They’re built through consistency, and care. That’s QuickSync.",,25000,,https://www.linkedin.com/company/thequickcompany/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,HAMS.AI | همس,Saudi Arabia,Software Development,,"Riyadh, Riyadh",,"Hams.AI is an AI company that helps organizations operate more efficiently at scale. Organizations use Hams.AI to manage and automate customer communication when interaction volumes grow and service quality becomes harder to maintain. The platform helps teams handle interactions consistently, reduce wait times, and ease pressure on service and support functions. Hams.AI is also used to reduce manual operational work across internal processes. Companies rely on it to streamline repetitive tasks, improve execution speed, and reduce dependency on manual handling across daily operations. Built for real production environments, Hams.AI supports enterprises and government entities that require reliability, control, and measurable outcomes while fitting into existing systems and business workflows.",,8000,,https://www.linkedin.com/company/hamsaisa/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,HUNTR (Techstars New York),United Arab Emirates,Software Development,,Dubai,,AI-driven labor marketplace for blue-collar workforce,,25000,,https://www.linkedin.com/company/huntr-app/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Glamera,Saudi Arabia,Software Development,,Riyadh,,"MENA's #1 all-in-one ecosystem built exclusively for beauty and lifestyle businesses. From daily operations and point-of-sale to online bookings, owner analytics, and strategic partnerships — everything a beauty business needs to run smoother and grow faster is right here. Trusted by +3500 salons, spas, and beauty centers across 10 countries. Start your free trial today",,24000,,https://www.linkedin.com/company/glameraglobal/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,reachware,Saudi Arabia,Software Development,,"Riyadh, Riyadh",,"Reachware is a leading integration platform in the region that allows systems and data to connect and flow seamlessly. With reachware, organizations can create smarter echo system and automate their business processes to be more efficient and agile. Reachware helps your business with: - Creating Echo System by integrating all business applications with each other. - Adding more values to your customer by automating the business processes. - Scaling-up the business by eliminating all the system impediments and manual work. - Transforming the systems to be connected and on the cloud managed by reachware API Gateway. - Providing deep insights and visibility of the business performance and its data flow within the organization.",,8000,,https://www.linkedin.com/company/reachware/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,GPUNET,United Arab Emirates,Software Development,,"Abu Dhabi,",,Decentralised Network of GPUs. A universe where individuals can contribute their resources & GPU power is democratised.,,22000,,https://www.linkedin.com/company/gpunet/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Xenea Initiative DMCC,United Arab Emirates,Software Development,,Dubai,,"Xenea is a Dubai-based global blockchain company with team members from 8 countries developing its own Layer 1 chain, the Xenea (XENE). CVC overcomes the ""separation of data and value"" problem of existing Layer 1 chains by integrating blockchain and decentralized storage, and even prevents misdelivery of the assets through an escrow function built into the consensus process. With these proprietary technologies optimized for asset storage and transfer, CROSSTECH will open up the future of asset tokenization, which is accelerating.",,19000,,https://www.linkedin.com/company/xenea-initiative-dmcc/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Smart Osoul,Egypt,Software Development,,Alexandria,,We are a specialized provider of integrated software solutions helping organizations improve performance streamline operations and enhance operational efficiency with over 20 years of experience in the IT industry Smart Osoul delivers a comprehensive range of solutions including: 🔹 ERP Systems 🔹 Accounting Software 🔹 Inventory & Sales Management Solutions 🔹 Custom Software Development 🔹 IT Support,,3000,,https://www.linkedin.com/company/smart-osoul/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
linkedin,true,Hloov (/hluːv/),United Arab Emirates,Software Development,,Dubai,,"As the Earth continues to face the ruinous challenge of global warming, the Built Environment is responsible for over one-third of global energy consumption and nearly 40% of direct and indirect CO2 emissions. In addition, by 2025, the world population is projected to reach 8 billion and about 10 billion by 2050. To accommodate this growth while minimizing the adverse environmental effects of the built environment, we will need a paradigm shift in how we Design, Build, Operate, and Use the built environment assets like buildings, bridges, roads, among others. Hloov intends to lead this paradigm shift by reimagining the built environment with data science. Hloov is a pioneer in human-centric Artificial Intelligence for the built environment that empowers people to minimize waste and achieve goals. To create a better future for ourselves and future generations, we at Hloov believe that we need to change our approach towards solving complex built environment challenges that we face today and the ones expected in the future. We believe that the best way to achieve this is by empowering people with data science, cutting-edge technology, and innovative design thinking with a human-centric approach. In a world where ‘change is the only constant, Hloov is all about evolution through revolution. Word Hloov originates from the ancient Asian language – Hmong, which translates to “Change.” “Be the change that you wish to see in the world.” ― Mahatma Gandhi Creative, strategic, and forward-thinking individuals are needed to solve real-world problems. You will find yourself collaborating with other like-minded team members on a journey to solve complex design challenges that arise within our industry’s ever-changing landscape. Be part of the change, and “Be You at Hloov.” Learn more: www.hloov.com/about",,19000,,https://www.linkedin.com/company/hloov/,,"[{""origin"":""GLOBAL_SEARCH_HEADER"",""companyHqGeo"":[""100459316"",""104305776"",""106155005""],""companySize"":[""B"",""C""],""industryCompanyVertical"":[""4""]}]",,,,,,,,,,,,,,
